"week_date","week_number","month_number","calendar_year","region","platform","segment","age_band","demographic","customer_type","transactions","sales","avg_transaction"
"2019-05-13",20,5,2019,"CANADA","Shopify","unknown","unknown","unknown","Existing",58,10667,"183.00"
"2019-05-13",20,5,2019,"EUROPE","Retail","F3","Retires","Families","Existing",17504,1081882,"61.00"
"2019-05-13",20,5,2019,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","Existing",85,17213,"202.00"
"2019-05-13",20,5,2019,"CANADA","Shopify","C4","Retires","Couples","Existing",66,12606,"191.00"
"2019-05-13",20,5,2019,"CANADA","Shopify","F3","Retires","Families","Existing",494,95426,"193.00"
"2019-05-13",20,5,2019,"CANADA","Retail","unknown","unknown","unknown","New",15625,642698,"41.00"
"2019-05-13",20,5,2019,"CANADA","Shopify","F1","Young Adults","Families","New",69,10099,"146.00"
"2019-05-13",20,5,2019,"USA","Shopify","unknown","unknown","unknown","Existing",118,21848,"185.00"
"2019-05-13",20,5,2019,"AFRICA","Shopify","C1","Young Adults","Couples","Existing",1217,198830,"163.00"
"2019-05-13",20,5,2019,"AFRICA","Retail","F2","Middle Aged","Families","Existing",261356,14941059,"57.00"
"2019-05-13",20,5,2019,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","New",47,7944,"169.00"
"2019-05-13",20,5,2019,"OCEANIA","Shopify","unknown","unknown","unknown","Existing",381,69012,"181.00"
"2019-05-13",20,5,2019,"OCEANIA","Retail","C3","Retires","Couples","Existing",311265,15537912,"49.00"
"2019-05-13",20,5,2019,"ASIA","Retail","C2","Middle Aged","Couples","Existing",112464,4331005,"38.00"
"2019-05-13",20,5,2019,"OCEANIA","Retail","C3","Retires","Couples","New",130545,4280777,"32.00"
"2019-05-13",20,5,2019,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","New",17,2639,"155.00"
"2019-05-13",20,5,2019,"USA","Retail","unknown","unknown","unknown","New",22062,970980,"44.00"
"2019-05-13",20,5,2019,"USA","Retail","unknown","unknown","unknown","Guest",565849,17753180,"31.00"
"2019-05-13",20,5,2019,"USA","Shopify","C1","Young Adults","Couples","Existing",668,120111,"179.00"
"2019-05-13",20,5,2019,"ASIA","Shopify","F3","Retires","Families","New",74,10853,"146.00"
"2019-05-13",20,5,2019,"OCEANIA","Shopify","F2","Middle Aged","Families","Existing",4808,966886,"201.00"
"2019-05-13",20,5,2019,"EUROPE","Shopify","F1","Young Adults","Families","Existing",118,26637,"225.00"
"2019-05-13",20,5,2019,"CANADA","Shopify","C1","Young Adults","Couples","Existing",399,66285,"166.00"
"2019-05-13",20,5,2019,"USA","Retail","F2","Middle Aged","Families","Existing",93019,5755168,"61.00"
"2019-05-13",20,5,2019,"USA","Shopify","C3","Retires","Couples","Existing",1194,242483,"203.00"
"2019-05-13",20,5,2019,"ASIA","Shopify","C1","Young Adults","Couples","New",192,24297,"126.00"
"2019-05-13",20,5,2019,"CANADA","Retail","C2","Middle Aged","Couples","Existing",21138,964500,"45.00"
"2019-05-13",20,5,2019,"EUROPE","Shopify","F2","Middle Aged","Families","New",7,952,"136.00"
"2019-05-13",20,5,2019,"USA","Shopify","C4","Retires","Couples","Existing",118,22716,"192.00"
"2019-05-13",20,5,2019,"AFRICA","Retail","F1","Young Adults","Families","Existing",95137,5355915,"56.00"
"2019-05-13",20,5,2019,"AFRICA","Shopify","C2","Middle Aged","Couples","New",269,41746,"155.00"
"2019-05-13",20,5,2019,"EUROPE","Shopify","C3","Retires","Couples","New",7,1891,"270.00"
"2019-05-13",20,5,2019,"OCEANIA","Retail","F1","Young Adults","Families","Existing",144077,7537931,"52.00"
"2019-05-13",20,5,2019,"EUROPE","Retail","unknown","unknown","unknown","Existing",2170,101724,"46.00"
"2019-05-13",20,5,2019,"OCEANIA","Retail","C1","Young Adults","Couples","Existing",233785,8745841,"37.00"
"2019-05-13",20,5,2019,"USA","Shopify","C3","Retires","Couples","New",145,25655,"176.00"
"2019-05-13",20,5,2019,"EUROPE","Shopify","C4","Retires","Couples","New",2,306,"153.00"
"2019-05-13",20,5,2019,"OCEANIA","Shopify","unknown","unknown","unknown","New",442,72249,"163.00"
"2019-05-13",20,5,2019,"USA","Retail","C4","Retires","Couples","Existing",36477,2006959,"55.00"
"2019-05-13",20,5,2019,"AFRICA","Retail","C1","Young Adults","Couples","Existing",166830,6454247,"38.00"
"2019-05-13",20,5,2019,"CANADA","Shopify","C2","Middle Aged","Couples","New",77,11898,"154.00"
"2019-05-13",20,5,2019,"SOUTH AMERICA","Retail","F3","Retires","Families","New",332,11988,"36.00"
"2019-05-13",20,5,2019,"ASIA","Retail","C2","Middle Aged","Couples","New",74672,1976311,"26.00"
"2019-05-13",20,5,2019,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Existing",465,19736,"42.00"
"2019-05-13",20,5,2019,"CANADA","Retail","C2","Middle Aged","Couples","New",13363,411735,"30.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","F1","Young Adults","Families","New",41325,1466504,"35.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C4","Retires","Couples","New",11735,393395,"33.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","unknown","unknown","unknown","Guest",3117,549552,"176.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F2","Middle Aged","Families","Existing",208599,10422075,"49.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C3","Retires","Couples","Existing",261845,13651601,"52.00"
"2019-05-06",19,5,2019,"CANADA","Retail","unknown","unknown","unknown","Guest",448658,12329197,"27.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F1","Young Adults","Families","Existing",93623,4599581,"49.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C1","Young Adults","Couples","Existing",14589,639631,"43.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C3","Retires","Couples","Existing",1406,271577,"193.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","F3","Retires","Families","Existing",519642,28787234,"55.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F3","Retires","Families","Existing",116,34315,"295.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F2","Middle Aged","Families","Existing",3018,596100,"197.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","F3","Retires","Families","Existing",375133,21570865,"57.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","unknown","unknown","unknown","Guest",2554338,67213310,"26.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C1","Young Adults","Couples","New",194,23805,"122.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F2","Middle Aged","Families","New",68930,2264128,"32.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","Existing",53,11198,"211.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C2","Middle Aged","Couples","New",2436,83581,"34.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F3","Retires","Families","Existing",371453,18888007,"50.00"
"2019-05-06",19,5,2019,"USA","Retail","C3","Retires","Couples","Existing",95384,5479932,"57.00"
"2019-05-06",19,5,2019,"USA","Retail","F1","Young Adults","Families","Existing",40355,2410182,"59.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","F1","Young Adults","Families","Existing",648,29766,"45.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C4","Retires","Couples","New",62,9162,"147.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C4","Retires","Couples","Existing",66,10557,"159.00"
"2019-05-06",19,5,2019,"USA","Shopify","C3","Retires","Couples","Existing",1098,229468,"208.00"
"2019-05-06",19,5,2019,"USA","Retail","unknown","unknown","unknown","Existing",11109,558329,"50.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F1","Young Adults","Families","Existing",3194,584218,"182.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","Existing",743,30443,"40.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C4","Retires","Couples","New",2,212,"106.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","F1","Young Adults","Families","Existing",98344,5417523,"55.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F2","Middle Aged","Families","New",261,40398,"154.00"
"2019-05-06",19,5,2019,"USA","Shopify","F1","Young Adults","Families","Existing",1147,219423,"191.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C2","Middle Aged","Couples","Existing",9286,432688,"46.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F1","Young Adults","Families","New",30606,1037161,"33.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C4","Retires","Couples","New",32,4036,"126.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","New",14,1853,"132.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C3","Retires","Couples","New",98836,3579374,"36.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F1","Young Adults","Families","New",5,1357,"271.00"
"2019-05-06",19,5,2019,"USA","Retail","C2","Middle Aged","Couples","Existing",39177,1964716,"50.00"
"2019-05-06",19,5,2019,"USA","Shopify","C4","Retires","Couples","New",20,3171,"158.00"
"2019-05-06",19,5,2019,"ASIA","Retail","C1","Young Adults","Couples","New",115353,2556671,"22.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","unknown","unknown","unknown","Guest",109648,3612715,"32.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F3","Retires","Families","New",35,4151,"118.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C2","Middle Aged","Couples","Existing",102404,4536766,"44.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C3","Retires","Couples","New",3527,147711,"41.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","unknown","unknown","unknown","Existing",2840,135528,"47.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F1","Young Adults","Families","Existing",137,28437,"207.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C4","Retires","Couples","Existing",319,57613,"180.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","F1","Young Adults","Families","New",23536,878673,"37.00"
"2019-05-06",19,5,2019,"USA","Retail","unknown","unknown","unknown","Guest",582516,18055992,"30.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","F2","Middle Aged","Families","Existing",264935,14894736,"56.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C4","Retires","Couples","New",47,7128,"151.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C3","Retires","Couples","Existing",1209,54727,"45.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C3","Retires","Couples","New",17,2819,"165.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F2","Middle Aged","Families","Existing",58824,3313827,"56.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","F1","Young Adults","Families","Existing",148715,7713078,"51.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C3","Retires","Couples","Existing",3290,652647,"198.00"
"2019-05-06",19,5,2019,"USA","Retail","F2","Middle Aged","Families","New",27746,1117053,"40.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","unknown","unknown","unknown","New",231,37070,"160.00"
"2019-05-06",19,5,2019,"USA","Retail","C2","Middle Aged","Couples","New",24255,842858,"34.00"
"2019-05-06",19,5,2019,"USA","Shopify","F1","Young Adults","Families","New",144,22037,"153.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C2","Middle Aged","Couples","New",555,82449,"148.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C2","Middle Aged","Couples","Existing",143,30984,"216.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F2","Middle Aged","Families","New",376,57485,"152.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C1","Young Adults","Couples","New",44,5963,"135.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C4","Retires","Couples","New",11,1580,"143.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","unknown","unknown","unknown","Guest",1652095,47471917,"28.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C4","Retires","Couples","Existing",529,99549,"188.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C4","Retires","Couples","Existing",105731,5522825,"52.00"
"2019-05-06",19,5,2019,"CANADA","Retail","unknown","unknown","unknown","Existing",6922,329702,"47.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C2","Middle Aged","Couples","Existing",1474,261899,"177.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C3","Retires","Couples","New",383,62449,"163.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F2","Middle Aged","Families","Existing",4678,926702,"198.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","New",32,4916,"153.00"
"2019-05-06",19,5,2019,"USA","Shopify","C1","Young Adults","Couples","Existing",619,110569,"178.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C1","Young Adults","Couples","Existing",352,58811,"167.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","unknown","unknown","unknown","New",2202,73850,"33.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F3","Retires","Families","New",17049,617214,"36.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","F3","Retires","Families","Existing",22,5283,"240.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","F1","Young Adults","Families","New",183,21669,"118.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C2","Middle Aged","Couples","New",89,13225,"148.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F3","Retires","Families","Existing",88010,5017647,"57.00"
"2019-04-15",16,4,2019,"OCEANIA","Shopify","C3","Retires","Couples","New",353,56182,"159.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","unknown","unknown","unknown","Existing",42786,1836460,"42.00"
"2019-05-06",19,5,2019,"USA","Shopify","unknown","unknown","unknown","Guest",1533,290172,"189.00"
"2019-05-06",19,5,2019,"ASIA","Retail","unknown","unknown","unknown","Guest",2026503,50836911,"25.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C1","Young Adults","Couples","New",331,43386,"131.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F3","Retires","Families","New",6,1113,"185.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F2","Middle Aged","Families","Existing",863,163227,"189.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C4","Retires","Couples","Existing",198,32473,"164.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","Existing",2711,80279,"29.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F3","Retires","Families","New",88,15027,"170.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","C3","Retires","Couples","Existing",544,104463,"192.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","New",2312,54348,"23.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C1","Young Adults","Couples","New",10,1793,"179.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","unknown","unknown","unknown","Existing",213,42069,"197.00"
"2019-05-06",19,5,2019,"USA","Retail","C1","Young Adults","Couples","Existing",54421,2356850,"43.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C2","Middle Aged","Couples","Existing",151114,6061007,"40.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","F3","Retires","Families","New",81,12765,"157.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C1","Young Adults","Couples","New",223,28606,"128.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C4","Retires","Couples","Existing",6,921,"153.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","unknown","unknown","unknown","New",439,69028,"157.00"
"2019-05-06",19,5,2019,"USA","Retail","F2","Middle Aged","Families","Existing",93024,5658787,"60.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C1","Young Adults","Couples","Existing",56147,2376669,"42.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","unknown","unknown","unknown","Guest",230,44362,"192.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C3","Retires","Couples","New",235,36854,"156.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C4","Retires","Couples","Existing",4302,229350,"53.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C2","Middle Aged","Couples","New",260,40401,"155.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","unknown","unknown","unknown","New",241,40219,"166.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C3","Retires","Couples","Existing",1829,365300,"199.00"
"2019-05-06",19,5,2019,"ASIA","Retail","C3","Retires","Couples","New",108953,3377279,"30.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C3","Retires","Couples","Existing",58737,3046354,"51.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F1","Young Adults","Families","Existing",6775,386008,"56.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C4","Retires","Couples","New",270,10188,"37.00"
"2019-05-06",19,5,2019,"USA","Shopify","unknown","unknown","unknown","New",135,22985,"170.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","New",57,9433,"165.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F1","Young Adults","Families","Existing",25231,1385890,"54.00"
"2019-05-06",19,5,2019,"USA","Shopify","C2","Middle Aged","Couples","New",194,29240,"150.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","unknown","unknown","unknown","Guest",2818,462650,"164.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","F2","Middle Aged","Families","New",88908,3184265,"35.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F2","Middle Aged","Families","New",7,1266,"180.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C3","Retires","Couples","Existing",128,36240,"283.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","F3","Retires","Families","Existing",1090,55625,"51.00"
"2019-05-06",19,5,2019,"USA","Retail","C4","Retires","Couples","Existing",36707,2031921,"55.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","Existing",94,18711,"199.00"
"2019-05-06",19,5,2019,"ASIA","Retail","C4","Retires","Couples","Existing",101659,4641890,"45.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F2","Middle Aged","Families","New",1590,66718,"41.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","unknown","unknown","unknown","Existing",19,3553,"187.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","New",725,22775,"31.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","unknown","unknown","unknown","New",75,12800,"170.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C1","Young Adults","Couples","New",146326,3460392,"23.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C1","Young Adults","Couples","Existing",170143,6536575,"38.00"
"2019-05-06",19,5,2019,"ASIA","Retail","unknown","unknown","unknown","New",70352,2449418,"34.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","C4","Retires","Couples","New",39457,1347888,"34.00"
"2019-05-06",19,5,2019,"USA","Shopify","F2","Middle Aged","Families","Existing",1509,305593,"202.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F3","Retires","Families","New",1554,62614,"40.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","F2","Middle Aged","Families","Existing",1874,360077,"192.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","unknown","unknown","unknown","Guest",894,155286,"173.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","F1","Young Adults","Families","Existing",1398,241464,"172.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","F2","Middle Aged","Families","Existing",1010,46131,"45.00"
"2019-05-06",19,5,2019,"USA","Retail","F1","Young Adults","Families","New",11754,482504,"41.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F3","Retires","Families","Existing",465,92978,"199.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","unknown","unknown","unknown","New",65141,2623633,"40.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F2","Middle Aged","Families","New",17279,654108,"37.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","Existing",28,6829,"243.00"
"2019-05-06",19,5,2019,"ASIA","Retail","C1","Young Adults","Couples","Existing",166429,5677908,"34.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C4","Retires","Couples","Existing",142113,7137214,"50.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C4","Retires","Couples","New",1116,43682,"39.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C3","Retires","Couples","New",924,35479,"38.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","unknown","unknown","unknown","New",91355,3326724,"36.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","unknown","unknown","unknown","New",12,1788,"149.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C4","Retires","Couples","New",56246,1785234,"31.00"
"2019-05-06",19,5,2019,"USA","Shopify","C3","Retires","Couples","New",138,22625,"163.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C4","Retires","Couples","New",2,305,"152.00"
"2019-05-06",19,5,2019,"USA","Retail","C1","Young Adults","Couples","New",33632,928434,"27.00"
"2019-05-06",19,5,2019,"USA","Retail","unknown","unknown","unknown","New",24010,1048514,"43.00"
"2019-05-06",19,5,2019,"USA","Shopify","C1","Young Adults","Couples","New",134,18036,"134.00"
"2019-05-06",19,5,2019,"USA","Shopify","F3","Retires","Families","Existing",765,160356,"209.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","C2","Middle Aged","Couples","Existing",1738,335393,"192.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C4","Retires","Couples","Existing",27344,1393219,"50.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C3","Retires","Couples","New",26682,943257,"35.00"
"2019-05-06",19,5,2019,"USA","Retail","C4","Retires","Couples","New",15945,575216,"36.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C1","Young Adults","Couples","New",3994,118709,"29.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","unknown","unknown","unknown","Existing",31268,1408296,"45.00"
"2019-05-06",19,5,2019,"ASIA","Retail","unknown","unknown","unknown","Existing",30074,1226583,"40.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C1","Young Adults","Couples","New",29939,778213,"25.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","Existing",54,10385,"192.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C3","Retires","Couples","Existing",317326,15810013,"49.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","unknown","unknown","unknown","Existing",67,11030,"164.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C2","Middle Aged","Couples","New",13752,432715,"31.00"
"2019-05-06",19,5,2019,"USA","Shopify","C2","Middle Aged","Couples","Existing",1067,217698,"204.00"
"2019-05-06",19,5,2019,"CANADA","Retail","C2","Middle Aged","Couples","Existing",21155,960694,"45.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","C1","Young Adults","Couples","Existing",818,133961,"163.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C3","Retires","Couples","New",11,2514,"228.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F1","Young Adults","Families","New",914,36030,"39.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","unknown","unknown","unknown","Existing",190,34495,"181.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F3","Retires","Families","New",163,21611,"132.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","F3","Retires","Families","New",359,13779,"38.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","C4","Retires","Couples","Existing",369,16629,"45.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","C2","Middle Aged","Couples","Existing",3359,634806,"188.00"
"2019-05-06",19,5,2019,"CANADA","Retail","unknown","unknown","unknown","New",16800,675302,"40.00"
"2019-05-06",19,5,2019,"USA","Shopify","unknown","unknown","unknown","Existing",128,26186,"204.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F3","Retires","Families","Existing",2669,555589,"208.00"
"2019-05-06",19,5,2019,"CANADA","Retail","F1","Young Adults","Families","New",6887,264773,"38.00"
"2019-05-06",19,5,2019,"OCEANIA","Retail","C2","Middle Aged","Couples","New",94445,2650968,"28.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F1","Young Adults","Families","Existing",1742,320933,"184.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F1","Young Adults","Families","New",159,24991,"157.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C1","Young Adults","Couples","Existing",98,20816,"212.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Existing",23,4066,"176.00"
"2019-05-06",19,5,2019,"USA","Shopify","F2","Middle Aged","Families","New",143,23458,"164.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","New",8,1163,"145.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","F1","Young Adults","Families","New",315,45051,"143.00"
"2019-05-06",19,5,2019,"AFRICA","Retail","F2","Middle Aged","Families","New",62311,2342989,"37.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F3","Retires","Families","Existing",17781,1074494,"60.00"
"2019-05-06",19,5,2019,"USA","Retail","C3","Retires","Couples","New",42327,1676610,"39.00"
"2019-05-06",19,5,2019,"USA","Retail","F3","Retires","Families","Existing",132880,8263111,"62.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F1","Young Adults","Families","Existing",538,98158,"182.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Guest",946,182918,"193.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","F2","Middle Aged","Families","Existing",188,41091,"218.00"
"2019-05-06",19,5,2019,"USA","Shopify","F3","Retires","Families","New",47,7583,"161.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F2","Middle Aged","Families","New",77,11801,"153.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Guest",409988,16277852,"39.00"
"2019-05-06",19,5,2019,"ASIA","Shopify","F2","Middle Aged","Families","New",176,25562,"145.00"
"2019-05-06",19,5,2019,"ASIA","Retail","C3","Retires","Couples","Existing",226029,10466916,"46.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","C3","Retires","Couples","Existing",77,14788,"192.00"
"2019-05-06",19,5,2019,"EUROPE","Shopify","C4","Retires","Couples","Existing",11,2162,"196.00"
"2019-05-06",19,5,2019,"SOUTH AMERICA","Shopify","F3","Retires","Families","New",1,86,"86.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","C3","Retires","Couples","Existing",14332,774542,"54.00"
"2019-05-06",19,5,2019,"ASIA","Retail","F3","Retires","Families","New",81878,2628690,"32.00"
"2019-05-06",19,5,2019,"OCEANIA","Shopify","unknown","unknown","unknown","Existing",434,81121,"186.00"
"2019-05-06",19,5,2019,"USA","Retail","F3","Retires","Families","New",25457,1012270,"39.00"
"2019-05-06",19,5,2019,"EUROPE","Retail","F2","Middle Aged","Families","Existing",14409,861516,"59.00"
"2019-05-06",19,5,2019,"AFRICA","Shopify","F3","Retires","Families","Existing",1620,334134,"206.00"
"2019-05-06",19,5,2019,"CANADA","Shopify","F1","Young Adults","Families","New",51,7062,"138.00"
"2019-05-06",19,5,2019,"USA","Shopify","C4","Retires","Couples","Existing",136,26666,"196.00"
